task_id,concept,prompt,target_text,target_first_token,target_token_count,layer,feature_id,feature_train_auroc,feature_test_auroc,feature_test_f1,position_policy,intervention_token_index,intervention_token_text,final_token_index,final_token_text,max_prompt_feature_token_index,max_prompt_feature_token_text,feature_activation,final_token_feature_activation,max_prompt_feature_activation,feature_active_at_intervention,feature_active_at_final_token,feature_active_anywhere,intervention,condition,control_id,random_control_count,delta_activation,perturbation_l2,execution_context_mean_logprob_drift,execution_context_js_drift,baseline_target_prob,modified_target_prob,target_prob_delta,target_logprob_delta,baseline_target_rank,modified_target_rank,target_rank_delta,baseline_target_sequence_logprob,modified_target_sequence_logprob,target_sequence_logprob_delta,baseline_target_mean_logprob,modified_target_mean_logprob,target_mean_logprob_delta,js_divergence,top1_changed
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,sae_feature,-1,8,-13.987390518188477,13.98738956451416,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00021588156232610345,3.5106015275232494e-05,0.1774740219116211,678,579,-99,-8.618254661560059,-8.440780639648438,0.1774740219116211,-8.618254661560059,-8.440780639648438,0.1774740219116211,0.00011033914051949978,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,0,8,nan,13.987388610839844,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00020838181080762297,2.7606263756752014e-05,0.14211559295654297,678,589,-89,-8.618254661560059,-8.476139068603516,0.14211559295654297,-8.618254661560059,-8.476139068603516,0.14211559295654297,0.0001128894800785929,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,1,8,nan,13.98738956451416,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00014805389218963683,-3.272165486123413e-05,-0.19967937469482422,678,836,158,-8.618254661560059,-8.817934036254883,-0.19967937469482422,-8.618254661560059,-8.817934036254883,-0.19967937469482422,0.0001720427826512605,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,2,8,nan,13.98738956451416,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00016967150440905243,-1.1104042641818523e-05,-0.06339168548583984,678,720,42,-8.618254661560059,-8.681646347045898,-0.06339168548583984,-8.618254661560059,-8.681646347045898,-0.06339168548583984,6.864385795779526e-05,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,3,8,nan,13.98738956451416,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00017902368563227355,-1.7518614185974002e-06,-0.009737968444824219,678,676,-2,-8.618254661560059,-8.627992630004883,-0.009737968444824219,-8.618254661560059,-8.627992630004883,-0.009737968444824219,0.00011570201604627073,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,4,8,nan,13.987388610839844,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00016562110977247357,-1.5154437278397381e-05,-0.08755302429199219,678,740,62,-8.618254661560059,-8.70580768585205,-0.08755302429199219,-8.618254661560059,-8.70580768585205,-0.08755302429199219,9.471774683333933e-05,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,5,8,nan,13.98738956451416,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00016840109310578555,-1.2374453945085406e-05,-0.0709075927734375,678,723,45,-8.618254661560059,-8.689162254333496,-0.0709075927734375,-8.618254661560059,-8.689162254333496,-0.0709075927734375,0.00010350282536819577,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,6,8,nan,13.987390518188477,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00018209070549346507,1.315158442594111e-06,0.007248878479003906,678,676,-2,-8.618254661560059,-8.611005783081055,0.007248878479003906,-8.618254661560059,-8.611005783081055,0.007248878479003906,6.610332638956606e-05,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,ablate,random_norm_matched,7,8,nan,13.987390518188477,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00020131331984885037,2.0537772797979414e-05,0.10760688781738281,678,611,-67,-8.618254661560059,-8.510647773742676,0.10760688781738281,-8.618254661560059,-8.510647773742676,0.10760688781738281,7.661983545403928e-05,0
0,positive_sentiment,Sentiment: The meal was wonderful and the staff were kind. Label:, positive, positive,1,14,29229,0.9716435185185186,0.9869791666666667,0.7777777777777778,max_feature_activation,12,.,14,:,12,.,13.987390518188477,0.0,13.987390518188477,1,0,1,amplify_2x,sae_feature,-1,8,13.987390518188477,13.98738956451416,0.02824115753173828,8.39379572425969e-06,0.00018077554705087095,0.00015452892694156617,-2.6246620109304786e-05,-0.1568746566772461,678,796,118,-8.618254661560059,-8.775129318237305,-0.1568746566772461,-8.618254661560059,-8.775129318237305,-0.1568746566772461,9.98008472379297e-05,0
